,especie_id,nome_vernaculo,id,wa_id,tipo,autor,perfil,data,questionada,local,municipio_id,comentarios,likes,views,grande,por,local_nome,local_tipo,enviado,acao,assunto,sexo,idade,observacoes,camera
17,1,galinha-d'água,16091,3632828,F,Maria C. Rolim,01981dcfece0d31,2020-01-05,0,Curitiba/PR,0,0,0,0,,Por,,,, Cuidando/Alimentando Filhote(s, Ninho,,,"  Casal se revesando no cuidado com os filhotes: enquanto um ficava no ninho, o outro trazia plantinhas para reforçar o ninho e, parecia, para alimentar os filhotes.", NIKON D7200
18,1,galinha-d'água,16106,3650754,F,Davi Schimidt,350b1796c715bd2,2020-01-19,0,Curitiba/PR,0,0,0,0,,Por,,,,, Ave, Indeterminado, Adulto,, DSC-HX300
19,1,galinha-d'água,16126,3673667,F,Eros Silva,c3f02292fe6301c,2020-02-02,0,Curitiba/PR,0,0,0,0,,Por,,,,, Ave, Indeterminado, Jovem,  Passarinhada de domingo no parque., Canon EOS 7D Mark II
20,1,galinha-d'água,16195,3721530,F,Fabio Keller,abd1149d39790d0,2020-03-13,0,Curitiba/PR,0,0,0,0,,Por,,,,, Ave, Indeterminado,,,
21,1,galinha-d'água,16214,3727932,F,Diomar Augusto de Quadros,diomar,2019-07-20,0,Curitiba/PR,0,0,0,0,,Por,,,, Nadando, Ave, Indeterminado, Adulto,  Para registro, NIKON D5300
22,1,galinha-d'água,16394,3800823,F,Jose Dresch,1799087a76dec20,2020-01-25,0,Curitiba/PR,0,0,0,0,,Por,,,, Nadando, Ave, Indeterminado, Adulto,, ILCE-6300
23,1,galinha-d'água,16479,3823535,F,Leonir Kobs,49d0d04bce22130,2020-02-25,0,Curitiba/PR,0,0,0,0,,Por,,,, Nadando, Ave, Indeterminado, Filhote,, Canon EOS REBEL T5
24,1,galinha-d'água,16618,3910012,F,Gabriely Miranda,c600f2dbf31cae5,2019-05-18,0,Curitiba/PR,0,0,0,0,,Por,,,,, Ave, Indeterminado, Indeterminada,, Canon PowerShot SX50 HS
25,1,galinha-d'água,16676,3952621,F,Eduardo Santana Almeida,87543fb93b54f98,2020-08-27,0,Curitiba/PR,0,0,0,0,,Por,,,,, Ave, Indeterminado, Indeterminada,"  Ave muito bela, mais uma ave que Deus criou", Redmi Note 8
26,1,galinha-d'água,16902,4025032,F,Jose Dresch,1799087a76dec20,2020-10-03,0,Curitiba/PR,0,0,0,0,,Por,,,,, Ave, Indeterminado, Adulto,, ILCE-6300
27,1,galinha-d'água,16993,4044372,F,Paulo Cunha Pereira,f346b88d6f611c8,2020-07-19,0,Curitiba/PR,0,0,0,0,,Por,,,, Nadando, Ave, Indeterminado, Jovem,  Na companhia da minha Nathália!, Canon EOS 7D Mark II
28,1,galinha-d'água,17141,4073856,F,Nelci Kaletka,nelcimk09,2020-11-14,0,Curitiba/PR,0,0,0,0,,Por,,,, Cortejando, Ave, Indeterminado, Adulto,, Canon PowerShot SX50 HS
29,1,galinha-d'água,17206,4095870,F,Wellington F. Lima,c596f1d0d38f80c,2020-01-18,0,Curitiba/PR,0,0,0,0,,Por,,,, Alimentando-se/Caçando, Ave, Indeterminado,,, DSC-HX400V
30,1,galinha-d'água,17221,4099590,F,Manuela Varchaki,23d6f712699bdc3,2020-11-25,0,Curitiba/PR,0,0,0,0,,Por,,,,, Ave, Indeterminado, Adulto,  Passeando no parque com meu pai Marcio Varchaki., Canon PowerShot SX50 HS
31,1,galinha-d'água,17340,4135038,F,Alfonso Perez,42b1a347b640932,2020-12-27,0,Curitiba/PR,0,0,0,0,,Por,,,, Nadando, Ave, Indeterminado, Adulto,, Canon EOS 90D
32,1,galinha-d'água,17352,4135650,F,Daiane Daneluz,3c21a3a7b2aba82,2020-12-27,0,Curitiba/PR,0,0,0,0,,Por,,,, Nadando, Ave, Indeterminado, Adulto,, Canon PowerShot SX60 HS
33,1,galinha-d'água,17420,4144406,F,Jose Dresch,1799087a76dec20,2020-11-22,0,Curitiba/PR,0,0,0,0,,Por,,,, Cuidando/Alimentando Filhote(s," Ave, Bando", Indeterminado, Adulto,, ILCE-6300
34,1,galinha-d'água,17445,4146764,F,Jose Dresch,1799087a76dec20,2020-12-26,0,Curitiba/PR,0,0,0,0,,Por,,,, Nadando, Ave, Indeterminado, Filhote,, ILCE-6300
35,1,galinha-d'água,17569,4164396,F,Alfonso Perez,42b1a347b640932,2019-04-24,0,Curitiba/PR,0,0,0,0,,Por,,,,, Ave, Indeterminado, Adulto,, Canon EOS Rebel SL2
36,1,galinha-d'água,17604,4174472,F,Alfonso Perez,42b1a347b640932,2021-01-23,0,Curitiba/PR,0,0,0,0,,Por,,,, Chocando," Ave, Ninho", Indeterminado, Adulto,, Canon EOS 90D
37,1,galinha-d'água,17618,4177659,F,Carlos Henrique 4,b062c7bd63e3977,2021-01-12,0,Curitiba/PR,0,0,0,0,,Por,,,,, Ave, Indeterminado, Indeterminada,, SM-N770F
38,1,galinha-d'água,17761,4199779,F,Fabyano Costa,kfabyano,2021-02-12,0,Curitiba/PR,0,0,0,0,,Por,,,, Nadando, Ave, Indeterminado, Adulto,, NIKON D7100
39,1,galinha-d'água,17784,4205116,F,Jose Dresch,1799087a76dec20,2021-01-23,0,Curitiba/PR,0,0,0,0,,Por,,,, Cuidando/Alimentando Filhote(s," Ave, Bando", Indeterminado, Adulto,, ILCE-6300
40,1,galinha-d'água,17942,4261383,F,Israel Brongel,3712e4deec7f2b9,2021-04-06,0,Curitiba/PR,0,0,0,0,,Por,,,, Alimentando-se/Caçando, Ave, Indeterminado, Jovem,, COOLPIX P510
41,1,galinha-d'água,17979,4267367,F,Tiago Dutra,cb2410d83fcd19b,2021-04-12,0,Curitiba/PR,0,0,0,0,,Por,,,,, Ave, Indeterminado, Indeterminada,, Canon PowerShot SX60 HS
42,1,galinha-d'água,18007,4270199,F,Gean Vidal,2c5e583e2580893,2021-04-15,0,Curitiba/PR,0,0,0,0,,Por,,,, Nadando, Ave, Indeterminado,,, DSC-H400
43,1,galinha-d'água,18175,4294557,F,Marilize Guandalini,c5379ce33a75219,2021-05-03,0,Curitiba/PR,0,0,0,0,,Por,,,, Alimentando-se/Caçando, Ave, Indeterminado, Jovem,, Canon PowerShot SX60 HS
44,1,galinha-d'água,18291,4306936,F,Leticia Mondim,6ea734f35d5485d,2020-11-22,0,Curitiba/PR,0,0,0,0,,Por,,,, Alimentando-se/Caçando, Ave, Indeterminado,,, Canon EOS 7D
45,1,galinha-d'água,18416,4325863,F,Daiane Daneluz,3c21a3a7b2aba82,2021-05-27,0,Curitiba/PR,0,0,0,0,,Por,,,,, Ave, Indeterminado, Jovem,, Canon PowerShot SX60 HS
46,1,galinha-d'água,18474,4335790,F,Lucas Gusso,fc3f1ed6c7cfb3d,2021-06-03,0,Curitiba/PR,0,0,0,0,,Por,,,, Nadando, Ave, Indeterminado, Adulto,, NIKON D3100
47,1,galinha-d'água,18550,4352828,F,Cauã Menezes,cauaum,2021-06-14,0,Curitiba/PR,0,0,0,0,,Por,,,,, Ave, Indeterminado, Jovem,"  Guia de observação de aves em Curitiba, região metropolitana e Campos Gerais.
Contato: (41)99607-9663
cauaum@gmail.com

https://www.facebook.com/cauamenezesbirdwatching", NIKON D7100
48,1,galinha-d'água,18676,4376373,F,Tiago Dutra,cb2410d83fcd19b,2021-07-02,0,Curitiba/PR,0,0,0,0,,Por,,,,, Ave, Indeterminado, Adulto,, Canon EOS REBEL T2i
49,1,galinha-d'água,18759,4393975,F,Taciane Lippel,89073156ebeef63,2021-07-14,0,Curitiba/PR,0,0,0,0,,Por,,,,, Ave, Indeterminado, Adulto,,
50,1,galinha-d'água,18874,4427712,F,Claiton Gil,pinto78,2021-07-28,0,Curitiba/PR,0,0,0,0,,Por,,,,, Ave, Indeterminado, Indeterminada,, Canon EOS REBEL T5
51,1,galinha-d'água,18912,4436915,F,Paulo Cunha Pereira,f346b88d6f611c8,2021-07-06,0,Curitiba/PR,0,0,0,0,,Por,,,,, Ave, Indeterminado, Adulto,,
52,1,galinha-d'água,19099,4495212,F,Daiane Daneluz,3c21a3a7b2aba82,2021-09-18,0,Curitiba/PR,0,0,0,0,,Por,,,, Chocando," Ave, Ninho", Indeterminado, Adulto,, Canon PowerShot SX60 HS
53,1,galinha-d'água,19126,4499868,F,Luciana Chiyo,luchiyo,2021-09-05,0,Curitiba/PR,0,0,0,0,,Por,,,, Nadando, Ave, Indeterminado, Adulto,, COOLPIX P900
54,1,galinha-d'água,19147,4508118,F,Vicenzo Emílio Weber Paludo,c23db370a6cf361,2021-09-25,0,Curitiba/PR,0,0,0,0,,Por,,,,, Ave, Indeterminado, Adulto,"  Passeio dos Lobinhos do Grupo Escoteiro Rondon, Alcateia Cruzeiro do Sul.",
55,1,galinha-d'água,19191,4520333,F,Ozires Celestino,9e35561dfaff9f1,2021-09-30,0,Curitiba/PR,0,0,0,0,,Por,,,, Nadando, Ave, Indeterminado, Adulto,, COOLPIX P950
56,1,galinha-d'água,19370,4584795,F,Maíra Alves,d98fbe447e21d43,2021-11-05,0,Curitiba/PR,0,0,0,0,,Por,,,,, Ave, Indeterminado, Adulto,  Na ótima companhia do nosso amigo e excelente guia Cauã Menezes e meu noivo Arthur Scremim.,
57,1,galinha-d'água,19445,4620367,F,Eduardo Santana Almeida,87543fb93b54f98,2021-11-27,0,Curitiba/PR,0,0,0,0,,Por,,,,," Ave, Bando", Indeterminado, Filhote,, Mi A1
58,1,galinha-d'água,19465,4631769,F,Marcelo Bonat,marcelo45aves,2021-12-04,0,Curitiba/PR,0,0,0,0,,Por,,,, Brigando, Ave, Indeterminado,,, FinePix S4500
59,1,galinha-d'água,19488,4653825,F,Cadu Young,331f4a6c8b8c03e,2021-12-20,0,Curitiba/PR,0,0,0,0,,Por,,,, Nadando, Ave, Indeterminado, Jovem,, Canon PowerShot SX70 HS
60,1,galinha-d'água,19519,4655617,F,Nelci Kaletka,nelcimk09,2021-12-21,0,Curitiba/PR,0,0,0,0,,Por,,,, Alimentando-se/Caçando, Ave, Indeterminado, Jovem,, Canon PowerShot SX70 HS
61,1,galinha-d'água,19545,4656760,F,Rafael V. Mariano,0f1f45051552b81,2021-10-31,0,Curitiba/PR,0,0,0,0,,Por,,,, Outra Ação, Ave, Indeterminado, Adulto,, moto e(6) plus
62,1,galinha-d'água,19548,4656820,F,Marilize Guandalini,c5379ce33a75219,2021-12-21,0,Curitiba/PR,0,0,0,0,,Por,,,,, Ave, Indeterminado, Adulto,  Guiada por Cauã Menezes. Com Nelci Kaletka.,
63,1,galinha-d'água,19566,4657371,F,Tito Diniz,f79d3870b75fee9,2021-12-20,0,Curitiba/PR,0,0,0,0,,Por,,,, Cuidando/Alimentando Filhote(s, Ave, Indeterminado, Adulto,, Canon PowerShot SX50 HS
64,1,galinha-d'água,19593,4667360,F,Ozires Celestino,9e35561dfaff9f1,2021-12-20,0,Curitiba/PR,0,0,0,0,,Por,,,, Nadando, Ave, Indeterminado, Jovem,, COOLPIX P950
65,1,galinha-d'água,19630,4675899,F,Sergio Porto,Srporto,2022-01-02,0,Curitiba/PR,0,0,0,0,,Por,,,,, Ave, Indeterminado, Adulto,, Canon EOS 7D Mark II
66,1,galinha-d'água,19690,4679699,F,Frank Sautter,8692835fbca86a8,2022-01-01,0,Curitiba/PR,0,0,0,0,,Por,,,, Nadando, Ave, Indeterminado, Adulto,, Canon EOS RP
